"time","node","observed","forecast_mean","lower_95","upper_95"
184,"node10",3.32159179582977,3.08030170623404,1.56603904049669,4.48486102054872
184,"node11",2.63691353623976,2.77174042437934,1.27843679548729,4.23125954223508
184,"node12",2.5528866509868,2.99832473933057,1.49577136399375,4.44042043639782
184,"node13",2.70602832944279,3.236072422556,1.74959747209215,4.7426999603746
184,"node14",2.381954771422,3.51673548091872,2.08074116461949,5.02071412321096
184,"node15",3.6673541650136,3.6668085653904,2.16373072554735,5.15353553918986
184,"node16",3.515277715365,3.60324975307183,2.1040079948544,5.10161636388394
184,"node17",1.95843229549653,3.30795159865934,1.79772875631045,4.78753489192437
184,"node18",4.27432454550187,3.12639692300704,1.67341588076099,4.60091104580518
184,"node19",4.11694195641627,2.54915439391348,1.06547348213387,4.00971995409941
184,"node20",3.21870747057923,2.7376297743505,1.31787830916309,4.23770429292181
184,"node21",3.27642999314399,3.14029244697404,1.72635470831118,4.54426137104505
184,"node22",3.27625251902719,2.89008141271545,1.36119012157106,4.36030083124173
184,"node23",2.20504805729831,2.74278051246362,1.28702450791627,4.22933601453601
184,"node24",1.56533750675012,2.99794646602693,1.54261011106615,4.42049356087003
184,"node25",2.07884648170755,3.53986099280106,2.12793051381275,4.98644445574967
184,"node26",2.55424495404884,3.61952540346039,2.11246805740919,5.03916152422946
184,"node27",3.41414122641747,3.22316446150138,1.73851561423302,4.700818397113
184,"node28",3.17159999915819,3.48356216735023,2.04962353345021,4.925967949015
184,"node29",4.06914823232431,3.771439216656,2.25623784902478,5.15485067908756
184,"node30",2.85353265991277,3.23880739655058,1.71069548656365,4.70117346324332
185,"node1",1.72442585677364,3.37488276155807,1.90026350580529,4.8101377153974
185,"node2",3.33938417803916,3.4444836163607,1.99933693823288,4.80416762311924
185,"node3",3.14048376232806,3.48087492246498,1.99643615996078,4.89958722255725
185,"node4",4.58444914652383,3.6628430171666,2.23046867083487,5.19471563949321
185,"node5",3.04064620595162,3.70273926361926,2.20747252854877,5.24188622163373
185,"node6",4.45128982401427,3.9279617237751,2.45091113332302,5.42761268789074
185,"node7",3.03943329832966,4.04891545119975,2.54930430088738,5.50697044590846
185,"node8",5.71383270877373,3.96120227516876,2.48108230294991,5.46088555554209
185,"node9",4.77007288308197,3.85361801378875,2.4341904671771,5.31138643008028
185,"node10",4.36372541966754,3.2921310483693,1.79097570104837,4.77990194626773
185,"node11",3.93418676105426,3.01961844372737,1.5761378449862,4.53955164094565
185,"node12",2.78380383854197,2.84928805503871,1.42796341480826,4.35706789505764
185,"node13",3.2546708061028,2.8322512214698,1.39342400515182,4.30159438572803
185,"node14",3.24249379205514,2.89124396559101,1.4343680837427,4.42257440163978
185,"node15",3.47314046522782,3.25016920357028,1.76294785268628,4.77037398799193
185,"node16",2.99075582393116,3.17775597052345,1.67076852319939,4.71459018835201
185,"node17",1.99614869658183,3.00381821368021,1.57696319285813,4.4527419552458
185,"node18",3.59804444278634,3.52491450982946,2.08571972610066,5.00297320716265
185,"node19",4.45280001045893,3.75722545224445,2.240738195196,5.20697003658384
185,"node20",4.30042103456813,3.4187777842948,1.94407852332122,4.85549123476903
185,"node21",3.9925440875285,3.23632760805589,1.78398752696255,4.74628523855203
185,"node22",3.13398680522264,3.089409502124,1.59051335881308,4.57758293213903
185,"node23",2.80533320115372,2.64747361312388,1.14755955853673,4.09147507327409
185,"node24",1.77228511693053,2.48506586426343,1.03396521913488,3.90999272937272
185,"node25",2.26648850696349,2.29143268261551,0.7761063237827,3.73832383632748
185,"node26",1.9938284917482,2.89124329249734,1.41571147248057,4.33306743842421
185,"node27",3.47583820943352,3.14491167752968,1.64802310990851,4.63602724777363
185,"node28",2.87911243745729,3.49958724698487,2.03574260044632,4.96289217512258
185,"node29",2.44038672587878,3.21534016387737,1.76793305694323,4.65783773934584
185,"node30",4.13953756875915,3.40283603461908,1.94056238872408,4.85689124688074
186,"node1",2.83052763509038,2.85118482684003,1.40045084798524,4.29606965271546
186,"node2",3.57035722384465,3.03773093915792,1.4803558225986,4.49411819024397
186,"node3",4.70058668611752,3.40248456042833,1.93101926781925,4.87961742925799
186,"node4",3.21327042268856,3.63886517247175,2.23297619013724,5.08308063375047
186,"node5",4.23035576447831,3.53616692761531,2.13941616481168,4.9840189356361
186,"node6",2.90651039056964,3.58651933794951,2.09529109513164,5.09011173541529
186,"node7",4.08278055107516,3.66159084800052,2.20382154721388,5.08300437197637
186,"node8",3.14465828978325,4.26879231356474,2.83879638356438,5.71346290783769
186,"node9",3.29785454940711,4.25527562951197,2.75981433152065,5.69796599612977
186,"node10",3.45600962921244,3.97862818293256,2.52951359671606,5.39980639894736
186,"node11",3.68548091265217,3.61184780221597,2.07183888396201,5.06054047397542
186,"node12",2.7725369186537,3.23272889625321,1.77235754121531,4.64369478249678
186,"node13",4.9296881532731,3.17194516174028,1.63636728911528,4.62385664111386
186,"node14",2.53084873473503,3.35439593702526,1.80645155663868,4.86417720408776
186,"node15",2.76472595901374,3.21934047163374,1.72203353027847,4.70285053685148
186,"node16",3.21706283541097,2.94223330085857,1.48533927973453,4.40333427960887
186,"node17",3.53542496612906,3.00322815238246,1.53821887239485,4.49234505482258
186,"node18",2.94855649146764,3.24600546200337,1.79732927329381,4.73495967573212
186,"node19",1.94313404374338,3.81912329636828,2.33189072283479,5.26835078523545
186,"node20",2.95933846993813,3.93624874811376,2.50553606213676,5.36731046378862
186,"node21",3.75527935015362,3.63853805696151,2.18716429998806,5.09331707806696
186,"node22",3.34254530972486,3.22285105415664,1.72855147856597,4.69259599675238
186,"node23",2.51678627079548,2.88450979747848,1.41219450467634,4.40031323285168
186,"node24",0.415977496626989,2.61349315172217,1.1268315659903,4.09472291203619
186,"node25",2.71516766889691,2.51181928809646,1.02480191767236,3.9888534731491
186,"node26",3.41735764153631,2.74226255076751,1.2447270897053,4.17024539045952
186,"node27",2.49898920768469,3.01644223768563,1.51132396110512,4.51093314335134
186,"node28",3.57678491607907,3.06486608438291,1.66811511440457,4.54466554573221
186,"node29",3.42968898239617,2.97584827444144,1.46790917252364,4.43446854109704
186,"node30",4.70716204765898,3.23083163782466,1.72332486642179,4.69679679804402
187,"node1",2.96352803858547,3.56390278540828,2.10502032060732,5.03403508741686
187,"node2",2.9768353488589,3.46135644302422,1.98484701736336,4.9285384803573
187,"node3",2.54411739136981,3.81988932657526,2.36584937935806,5.36720469502765
187,"node4",3.28568210390647,3.49906728159631,2.09182081420828,4.99025933683615
187,"node5",3.51437698966421,3.59967777847831,2.08705921084828,5.10412931969844
187,"node6",4.58072527597284,3.30678240300871,1.82692200138808,4.87628112054758
187,"node7",3.44319252951412,3.57391280485917,2.06236092063673,5.08449817025325
187,"node8",3.37397989085223,3.1708132447996,1.70030867927756,4.69992829035443
187,"node9",3.33455710550311,3.24699023261272,1.76577504663992,4.75684665709147
187,"node10",4.13938562816033,3.35686248908367,1.93268373952766,4.78804707517821
187,"node11",4.43787928341907,3.3015294121832,1.80866085730719,4.83343045376884
187,"node12",5.4645470547771,3.49558989364002,1.97882717135827,5.00230854521456
187,"node13",2.82177463462537,3.58705487116543,2.0968244310737,5.07556195359924
187,"node14",3.11047289018507,3.21116695290878,1.7927318495929,4.68615323971449
187,"node15",1.552828026023,2.9353680378018,1.50410220709039,4.37275137723896
187,"node16",2.09951550791708,3.19446565336425,1.75925176441345,4.68755728777945
187,"node17",3.01688551510995,3.40023758548724,1.93070165793352,4.85070984529237
187,"node18",2.88123024537994,2.94701036607942,1.51596554379726,4.40479514017744
187,"node19",4.23060225394808,2.65310443975757,1.14655520156428,4.15083545470641
187,"node20",3.47704793745766,2.98259552973894,1.55287793085575,4.50631253360945
187,"node21",4.19258435065631,3.33968189322646,1.85671884086104,4.82531657917055
187,"node22",2.49966632885762,3.25783265934475,1.80421910662948,4.72893630901727
187,"node23",1.49959906019469,2.55066846704448,1.120036174175,3.98676576720987
187,"node24",1.71337891027689,2.19928797902135,0.766663159604981,3.69839973201229
187,"node25",2.28777403586614,2.64253159198084,1.22025947664453,4.14063238384599
187,"node26",2.78520652165202,3.18147687748783,1.6420205255224,4.59489955971418
187,"node27",3.5415645376004,3.01021820033619,1.60547472739341,4.50579729609293
187,"node28",3.33575564852395,3.27545921912901,1.84957171554314,4.73007880783977
187,"node29",4.44916397362246,3.68323713456176,2.19741015943515,5.14684186188046
187,"node30",3.59774334072855,3.53438266807769,2.06676230399119,5.00961498428752
188,"node1",4.25006423611312,3.25427989953916,1.79620811700151,4.64571992155868
188,"node2",4.23618366355184,2.99584885252993,1.50370138708531,4.46016253324179
188,"node3",4.11715598116773,2.85243554083533,1.47867284495032,4.31533747722371
188,"node4",2.87935648300407,3.26094799174351,1.79733744616434,4.7791956445503
188,"node5",4.13003048861088,3.4546613476399,1.91157928993032,4.87287372927807
188,"node6",3.57499782631252,3.84161775773993,2.39094292577887,5.31414321341373
188,"node7",2.45170110033584,3.4569452986577,1.99112348714221,4.91588332038595
188,"node8",3.21210727215417,3.3669388435945,1.87870068447812,4.82662059518614
188,"node9",3.78848094597492,3.43666831030286,2.02631837441046,4.93994119739186
188,"node10",2.72945392535163,3.74015789795102,2.3177976196556,5.11825217304007
188,"node11",4.17942674982152,4.09311537053754,2.57931682421848,5.58020260091059
188,"node12",3.62819413916218,4.20199109303858,2.71690288311444,5.70527386842433
188,"node13",3.60023332402947,3.25524776168717,1.84023618949908,4.70364798601252
188,"node14",2.80788588114972,2.95388660298515,1.48578630224143,4.40866476889296
188,"node15",0.897235931408615,2.49945931120596,1.10873490878073,3.92879638136008
188,"node16",3.45623870880733,2.55029337949383,1.08093026907466,4.00455212016218
188,"node17",3.45478103630802,2.8855595417321,1.46228159531798,4.37419864234021
188,"node18",3.11512904596668,3.24259638080998,1.75774647064048,4.73240636124209
188,"node19",3.67374474304042,3.64421431660291,2.14539265419458,5.09567679897305
188,"node20",3.49259891530756,3.63519015323665,2.14179911325494,5.1180340573685
188,"node21",2.91481475809806,3.41783892184737,1.97182542529605,4.85105579395723
188,"node22",3.13048030863686,2.85224512264063,1.35915864016348,4.40047894706772
188,"node23",3.36173025691102,2.28260069564056,0.831926498398987,3.76318176807848
188,"node24",1.9106459390394,2.51703543072349,0.992238719535506,4.04639325460404
188,"node25",1.92047854928887,2.57210972489792,1.07897108390785,4.04135030635502
188,"node26",2.42305367900716,2.92994493697199,1.45090944160358,4.40427512402971
188,"node27",4.31735221543571,3.36171018862984,1.86863312248745,4.85064309935456
188,"node28",2.77956700952446,3.46955398257835,2.02804447434723,4.93783941305453
188,"node29",2.63555385836605,3.74643528465875,2.27389044374093,5.21900629927619
188,"node30",2.72386708078078,3.3693051333624,1.92816268421968,4.85928441746803
189,"node1",3.16886216446692,3.6764259167551,2.22777479859085,5.17004111071026
189,"node2",3.94096227342535,3.8679479206219,2.40249824524462,5.3551031873611
189,"node3",3.842826853377,3.68665323572686,2.2651487831768,5.20505465244361
189,"node4",4.65474744604374,3.39167286873691,1.95080778598052,4.80393695612169
189,"node5",2.25583461766565,3.54355742256284,2.08360537209446,5.00851031265196
189,"node6",2.69641259874851,3.25876360723766,1.75347162168211,4.73743033271285
189,"node7",4.37357415815677,3.05597668322211,1.57395424163591,4.55310246391207
189,"node8",2.78751175008741,3.1875723617695,1.71478711115076,4.59333918876051
189,"node9",3.35356635232794,3.35363932838307,1.85124230983618,4.82106417910416
189,"node10",3.44521068354793,3.27114931242857,1.77386355490561,4.75862425824534
189,"node11",3.60097984784776,3.51257976817363,2.02093686250732,4.93218235658077
189,"node12",2.99402290388583,3.40056043967376,1.929702355787,4.93087740912506
189,"node13",4.75801885144913,3.45036885322577,1.94904540451323,4.94844416503978
189,"node14",2.56102801020797,2.72312228128386,1.25703491005829,4.18255939898794
189,"node15",1.69449064668101,2.54924835063525,1.04406363295024,4.03102409175388
189,"node16",3.41717101620613,3.00928408652817,1.51234003869887,4.5918720640036
189,"node17",3.45542656368541,3.29970024971516,1.86174904320428,4.73982355725225
189,"node18",2.45776570493406,3.35890033589507,1.8912938487269,4.90681518501426
189,"node19",4.26512580450977,3.30910158427502,1.81425648677828,4.79058284465102
189,"node20",1.97765398886532,3.376205275047,1.83736563047982,4.81004490712927
189,"node21",3.40359937300282,3.05455483296662,1.54947458340562,4.5272357040984
189,"node22",2.43399255212962,3.21317947137651,1.72823428262698,4.63307253204642
189,"node23",3.50490675231324,3.13396660707453,1.65660981405168,4.53890024859297
189,"node24",1.64285508917899,2.66497323447352,1.14040733534389,4.11909654842977
189,"node25",1.60398340972258,2.48315167207899,1.0432999422628,3.95879333769721
189,"node26",3.65687733098833,2.95302675830791,1.45471211454661,4.38490723633737
189,"node27",2.9102066358412,3.34661520641308,1.88967105725192,4.7988676210076
189,"node28",3.49122262309833,3.20135279933167,1.73061789655085,4.67147382933945
189,"node29",2.90435562774096,2.78599977057857,1.25386074503036,4.26934693106058
189,"node30",3.63841751798454,3.13120766200414,1.68596187506303,4.57718212843826
190,"node1",5.11461855350617,3.31784218250789,1.83618874379484,4.80966645283645
190,"node2",3.74419905233399,3.52208387010818,2.06475213601219,5.0004319585513
190,"node3",4.21122338449826,3.7211762793075,2.257567084947,5.17460188536984
190,"node4",3.39602843022519,3.72652639734789,2.23827097703634,5.20977806941637
190,"node5",3.38313658596829,2.9767507470801,1.59182052561914,4.4881583554794
190,"node6",2.02058668520911,3.05770884329746,1.59239517833953,4.47175466617702
190,"node7",4.22397341975159,3.52912287362515,2.06279232434751,4.95782381843358
190,"node8",3.68219302259521,3.28891047584025,1.81375650849001,4.72528644852064
190,"node9",3.51318601656781,3.1704037392091,1.69328000556315,4.69508598736147
190,"node10",2.50994425456272,3.47411617745677,1.98735181910804,4.94346666265983
190,"node11",3.92312855333637,3.26238158918566,1.82224136765347,4.7331004044874
190,"node12",3.97558192164625,3.46801331617954,1.96772787723494,4.94438131896205
190,"node13",3.64367450520955,3.55274992098649,2.0445977805531,5.05960690756668
190,"node14",2.39085123979217,2.99144140020225,1.50308334970182,4.3720810321464
190,"node15",2.81535536562729,2.85499359639478,1.43129171975016,4.41935902629665
190,"node16",3.52356975125426,2.99745823273409,1.54221816902346,4.51827707084048
190,"node17",2.53496624416329,3.19449667060635,1.72365214711223,4.58318608367039
190,"node18",3.1948833823422,3.21489974629741,1.77330358653275,4.68821600333681
190,"node19",3.05259728166358,3.20715284134489,1.73288390360006,4.65551191301263
190,"node20",3.4394685526469,2.99869613773593,1.50532879595009,4.45412832697681
190,"node21",2.99499053761357,2.9894743641856,1.46613436771183,4.45851237240011
190,"node22",3.73251517537018,3.04802995352425,1.56838776317629,4.48705559250325
190,"node23",1.97902867291364,2.88062368975232,1.41482366155597,4.26043416589584
190,"node24",2.17083639593675,2.57570713897124,1.08344811041762,3.96151829530671
190,"node25",2.2834143922895,2.56480895633207,1.13770445091765,4.05346475947527
190,"node26",3.63046463570602,3.12216922026791,1.61371392021049,4.55727346288101
190,"node27",3.7205315931855,3.10415765891769,1.62742775413091,4.53711664453362
190,"node28",2.54439694799866,3.26874180816114,1.85764967763782,4.7052658072336
190,"node29",1.89115810622931,3.2599844979848,1.72100380864755,4.73004055204584
190,"node30",4.15892184406854,3.36218775085265,1.83361972771028,4.90177813745775
191,"node1",4.56231182499893,4.12522559969453,2.59695253272871,5.58537754449793
191,"node2",4.23575810482001,3.82050079214544,2.26079529073764,5.35620220148397
191,"node3",5.02709278874432,3.67403673697142,2.18010200009606,5.10705392991343
191,"node4",2.40843739847435,3.33259005965121,1.89854630565922,4.8596528779355
191,"node5",3.53754831944716,3.22762324629576,1.74271750581699,4.72906579088433
191,"node6",1.53862507403824,3.07582245892277,1.55974303676851,4.57513040512386
191,"node7",2.84118719328167,3.30330586500565,1.84163299772897,4.7843064671257
191,"node8",4.57161026435642,3.66690530192862,2.18438553512426,5.15671446016888
191,"node9",4.05636139438221,3.26412585537578,1.81828508405148,4.73431115959695
191,"node10",4.31081442474169,3.15075537765756,1.74328001922001,4.60854658385646
191,"node11",2.56180986060198,3.43028599581801,1.95569203517712,4.9253099896349
191,"node12",3.70163129730329,3.73569093318884,2.2467279643762,5.2417798506665
191,"node13",2.40624051342469,3.18835373337926,1.72307000113118,4.67944922360457
191,"node14",2.37479225850144,3.01732161339748,1.58676901338568,4.47381521896459
191,"node15",3.71836193804355,3.13198983250474,1.66679440967994,4.57563902411857
191,"node16",3.00078872299453,3.09236986340477,1.63756611354194,4.50111108597747
191,"node17",3.39393166928641,3.0089019245132,1.53730967542409,4.47748488658842
191,"node18",3.04518400313112,3.18648656393442,1.72363666906245,4.68248130880808
191,"node19",3.24113324861456,3.04902874383759,1.49967223125415,4.51843170224944
191,"node20",3.12528264746731,3.3834486610551,1.93499290754444,4.80621264887424
191,"node21",2.66534641845442,3.19470667121221,1.67931985927958,4.655082948235
191,"node22",2.79977524832438,3.24091763970716,1.79029781321015,4.72194829506194
191,"node23",3.54128290478677,2.63553987632424,1.18799715876014,4.12378971817009
191,"node24",2.21466284899078,2.63014287030686,1.08449420224672,4.06322117962475
191,"node25",2.45953400563226,2.9268891606791,1.4652368573131,4.4307378308629
191,"node26",3.27775863882884,3.1932705117598,1.71357538590297,4.66891225863023
191,"node27",2.27317616831607,3.3967136858801,1.94621580687551,4.92852681686399
191,"node28",2.17581432431271,2.82673627214554,1.38483478087194,4.29805993014851
191,"node29",2.57555113242224,2.88234499030199,1.37101286801465,4.36042307066019
191,"node30",3.31097684861509,3.57808112710385,2.15477437871844,5.05304662652826
192,"node1",4.85330009258677,3.72000521503311,2.21992904692135,5.22776210707974
192,"node2",4.31200667161584,4.11162526682322,2.61663239064948,5.59614665514117
192,"node3",4.58850225693403,3.78431292624324,2.31672785957055,5.28544465221592
192,"node4",3.95245395863225,3.32472782296389,1.85283064870969,4.84334774328461
192,"node5",2.26020135092725,2.8794856459207,1.44826797297779,4.40080312352159
192,"node6",3.27132480760581,2.80780200570791,1.36212525106641,4.26954192378029
192,"node7",1.5432290120828,2.93586336820493,1.49920304347498,4.43207614699427
192,"node8",3.96746991558072,3.74164995601738,2.32786950713995,5.20162172579001
192,"node9",4.36157102964881,3.86487036252438,2.40796424323837,5.29790483122726
192,"node10",3.18507025049657,3.70736258067993,2.29146435429914,5.16268738451485
192,"node11",2.55670693801474,3.2044589117772,1.73952813374002,4.67127113854569
192,"node12",2.69323377794638,3.11035601797603,1.66573286290561,4.59863870732982
192,"node13",1.61975303728516,2.85979726143708,1.45142372318177,4.33433192971623
192,"node14",2.71506127621758,2.97314412928872,1.49063679761865,4.42998911411793
192,"node15",3.9116056895271,3.2375571662471,1.777376343997,4.73825059953607
192,"node16",3.40675684751639,3.20409979745671,1.69379381163815,4.7143254151018
192,"node17",3.71835042183339,3.28956470861981,1.83012466714532,4.67985077803609
192,"node18",3.65469991068356,3.17770481560941,1.68068279294813,4.63733920408011
192,"node19",3.04516237941674,3.21046520552818,1.68961141995417,4.7116397425891
192,"node20",2.63574919889675,3.07701743427315,1.6747966264487,4.61098821523214
192,"node21",2.83553022027923,3.00278587335594,1.51511777039885,4.49205897977336
192,"node22",2.81273747502901,2.96055221163525,1.48103417837538,4.45222100204533
192,"node23",2.95990776349,3.19577167741184,1.663030169918,4.70776206486273
192,"node24",1.600771997693,2.85467864438038,1.37054650175652,4.33230411756693
192,"node25",2.847270125784,2.88806105223757,1.37758435465325,4.36271974506784
192,"node26",3.06079560502327,2.91738210484418,1.49489585878704,4.41203839811886
192,"node27",3.80937661904214,2.70204189352215,1.22284088537147,4.19843811188984
192,"node28",1.37803322466661,2.66090915726345,1.19497813799165,4.1424538301768
192,"node29",1.69558712548233,2.98756055273049,1.57326195470677,4.5409649722734
192,"node30",2.77227051413924,3.30217745809026,1.8394403791196,4.76555877517909
193,"node1",2.98894019510202,3.77939664284293,2.32868882327155,5.23625339898698
193,"node2",3.40723647329298,4.07612723587194,2.6273221225081,5.48118253749373
193,"node3",2.87230272592284,3.81577321465878,2.36275141635299,5.24951230171715
193,"node4",3.32447931996447,3.67015023096217,2.16311083047571,5.18424211703744
193,"node5",2.74567911718596,2.93601924316494,1.43549707792516,4.39058229608967
193,"node6",2.79767761682624,2.96391055535822,1.51100665322039,4.43212749241779
193,"node7",3.93995495424136,2.83060514115719,1.36249513506894,4.31596237514847
